station_id;lat;lng
845;48.8850068;2.3475914
846;48.8674504;2.3630074
847;48.82101;2.28876
848;48.88735;2.231977
849;48.8657733;2.3084191
851;48.8388074;2.2505008
852;48.886018;2.215877
853;48.88811;2.191361
854;48.90076;2.261656
855;48.89184;2.22834
856;48.8783253;2.413255
857;48.8003;2.356283
858;48.7906029;2.3613621
859;48.7941792;2.3017033
860;48.8830992;2.2330423
861;48.83975;2.2400622
862;48.82249;2.284264
863;48.812502;2.213332
864;48.7622887;2.2838864
869;48.7891489;2.3670245
870;48.787963;2.3512833
871;48.92347;2.460301
872;48.87265;2.19527
873;48.876218;2.187679
874;48.87651;2.200921
875;48.79917;2.3657254
876;48.82325;2.354296
877;48.79611;2.427023
878;48.92087;2.264111
879;48.93586;2.257037
880;48.80542;2.421282
881;48.804098;2.2673976
882;48.9100165;2.2897023
883;48.9017998;2.4012521
885;48.91985;2.314065
886;48.8149125;2.1935315
887;48.9125949;2.2948209
888;48.8261;2.20015
890;48.7991859;2.2846898
891;48.88879;2.32219
892;48.8761876;2.2361346
893;48.8871;2.181057
894;48.9350451;2.424831
895;48.8798646;2.4931178
896;48.7508;2.473075
897;48.7893752;2.3685212
898;48.7486341;2.4788056
899;48.8563987;2.3536857
900;48.8863019;2.3151179
901;48.9151379;2.2284904
902;48.9727125;2.3067895
903;48.8569103;2.2152544
904;48.836581;2.239424
905;48.87484;2.36289
906;48.87237;2.366288
907;48.89238;2.245286
908;48.7848657;2.272119
909;48.8840365;2.2896705
910;48.79834;2.455145
911;48.7896323;2.4649966
912;48.720948;2.5000937
913;48.8580816;2.3040495
914;48.8478735;2.2847016
915;48.8705626;2.3408933
916;48.8783912;2.3225683
917;48.80188;2.415843
918;48.716666;2.488177
919;48.9376981;2.462453
920;48.84652;2.216632
921;48.7818714;2.4739148
922;48.785363;2.4528354
928;48.7006549;2.4828313
929;48.93068;2.281273
930;48.7780535;2.2459443
931;48.7827456;2.2649912
932;48.8920896;2.4674469
933;48.7797144;2.2604231
934;48.8115861;2.3158755
935;48.8271;2.27659
936;48.899865;2.200758
937;48.8960342;2.4586124
938;48.75243;2.361671
939;48.876733;2.265867
973;48.8473293;2.3856322
974;48.8920824;2.3331353
975;48.7890254;2.429231
976;48.8364094;2.3922556
977;48.8464892;2.4523258
978;48.8849507;2.3035012
979;48.8941653;2.3211581
980;48.8856219;2.2942252
981;48.8540453;2.3308464
982;48.8530403;2.3190123
983;48.8556902;2.3022442
984;48.8708166;2.3238024
985;48.8611413;2.3781941
986;48.8465185;2.3692152
987;48.8276393;2.3810867
988;48.8345242;2.353056
989;48.83171;2.379246
990;48.8287264;2.2989061
991;48.8439105;2.2796928
992;48.8566608;2.2856025
993;48.867315;2.280347
994;48.8531;2.2616981
995;48.85926;2.267881
996;48.8850802;2.3375536
997;48.8945095;2.3320844
998;48.8884213;2.3555937
999;48.75219;2.271931
1000;48.7457426;2.2691436
1001;48.7409291;2.2523628
1002;48.8998;2.214586
1003;48.8822059;2.2776214
1004;48.8898019;2.453145
1005;48.77881;2.424489
1006;48.78413;2.427832
1007;48.8056173;2.4144555
1008;48.802512;2.425589
1009;48.7998263;2.3312852
1010;48.8454583;2.4235655
1011;48.8511944;2.3250288
1012;48.8535815;2.3489147
1013;48.8832165;2.1713037
1014;48.8728324;2.3193886
1015;48.82844;2.336613
1016;48.8777109;2.3916371
1017;48.93368;2.306482
1018;48.79263;2.337104
1019;48.8815794;2.3528177
1020;48.83308;2.489653
1021;48.8370178;2.2986736
1022;48.839307;2.3971468
1023;48.835662;2.4723332
1024;48.9151496;2.2692674
1025;48.83791;2.262842
1026;48.78391;2.292272
1027;48.90487;2.264084
1028;48.91034;2.5465
1029;48.8295778;2.3537665
1030;48.8750762;2.3587236
1031;48.8908845;2.270197
1032;48.7772202;2.3226319
1033;48.8291166;2.1165247
1034;48.8259744;2.1259591
1035;48.84203;2.203811
1036;48.82542;2.118454
1037;48.829499;2.1275746
1038;48.81562;2.129228
1039;48.8679083;2.4100481
1040;48.8533715;2.3882044
1041;48.80365;2.342448
1042;48.8734765;2.3008886
1043;48.8507539;2.2739245
1044;48.8761878;2.3082976
1045;48.83293;2.336582
1077;48.84779;2.44345
1078;48.8447052;2.4340166
1079;48.8646007;2.2754417
1080;48.8519609;2.2044093
1081;48.8386536;2.18698287
1082;48.7549117;2.301541
1083;48.8403578;2.378739
1084;48.90341;2.368184
1085;48.8716626;2.2213347
1086;48.8723314;2.3995098
1087;48.8344374;2.3137055
1088;48.8266807;2.3237355
1089;48.88109;2.336666
1090;48.8735894;2.3466528
1091;48.9022488;2.4676334
1092;48.75031;2.300768
1093;48.8790938;2.2703186
1094;48.8560129;2.3097645
1095;48.8383861;2.4934423
1096;48.7802873;2.2087627
1097;48.7842497;2.1777763
1098;48.82213;2.422213
1099;48.9200472;2.2971486
1100;48.8618674;2.5037509
1101;48.8512827;2.3129161
1102;48.8491535;2.4133021
1103;48.8558528;2.5112935
1104;48.94115;2.304834
1105;48.8263856;2.4056374
1106;48.9003522;2.5717728
1107;48.75017;2.347478
1108;48.7459296;2.3546196
1109;48.7847049;2.3176864
1110;48.8917117;2.1923088
1112;48.93154;2.229872
1113;48.78798;2.29074
1114;48.966392;2.3016471
1115;48.76307;2.306646
1124;48.9000116;2.3079766
1125;48.9059638;2.3020879
1126;48.945768;2.250221
1127;48.9465353;2.2561063
1128;48.8189324;2.258027
1129;48.8287023;2.2230477
1130;48.90958;2.308762
1131;48.9022951;2.3178343
1132;48.8691502;2.3808934
1133;48.8736473;2.3911798
1134;48.9238068;2.2205386
1135;48.8644046;2.2710381
1136;48.859756;2.2786938
1137;48.8585045;2.3543751
1138;48.8845364;2.3246579
1139;48.8788442;2.2878557
1140;48.8758331;2.292289
1141;48.8622521;2.4655666
1142;48.8579785;2.4315736
1143;48.8681993;2.4418694
1144;48.9237996;2.2092127
1145;48.8688933;2.4524767
1146;48.8542461;2.4312421
1147;48.86446;2.479
1148;48.8732583;2.4600762
1149;48.8832598;2.4037001
1150;48.8261171;2.2407124
1151;48.851574;2.5139514
1152;48.8729791;2.5111812
1153;48.8388875;2.2892983
1154;48.8698929;2.2976445
1155;48.7817228;2.1913144
1156;48.7848664;2.213804
1157;48.9264447;2.2138164
1158;48.9305794;2.5063639
1159;48.9592819;2.4956263
1160;48.9336577;2.4994113
1161;48.8532555;2.4231379
1162;48.9578054;2.3271301
1163;48.8989321;2.3740363
1164;48.8765968;2.3790176
1165;48.882362;2.386574
1166;48.9481881;2.4871863
1167;48.9410997;2.4996237
1168;48.8735;2.284304
1169;48.8463237;2.3484148
1170;48.8411067;2.3544235
1171;48.8499672;2.387246
1172;48.8561529;2.3825248
1173;48.7326149;2.3141819
1174;48.7835303;2.2167345
1175;48.8623505;2.3648513
